date,type,category,amount
2024-05-19,debit,education,3517.84
2025-04-22,credit,gambling,2037.68
2025-03-08,credit,government benefits,2045.99
2025-03-09,debit,education,1174.05
2024-12-17,debit,education,809.53
2025-03-06,debit,shopping,360.67
2024-05-12,credit,refunds,4506.28
2024-10-11,debit,finance,4138.46
2024-07-06,debit,education,2200.61
2025-02-25,credit,investments returns,1831.64
2024-08-26,debit,finance,1619.09
2025-02-15,debit,personal,1244.4
2024-05-31,debit,gambling,3798.1
2024-07-25,credit,refunds,1282.44
2024-05-11,debit,gambling,1257.38
2024-12-24,credit,government benefits,801.9
2024-11-19,credit,government benefits,2422.44
2025-02-23,debit,gambling,284.33
2025-02-15,credit,salary,4525.23
2024-07-24,debit,medical,1157.08
2025-03-25,credit,refunds,4735.29
2024-07-03,debit,finance,947.44
2025-05-01,debit,gambling,1085.76
2024-07-22,debit,finance,4582.57
2024-07-05,credit,investments returns,4983.01
2025-01-29,debit,education,2309.91
2024-12-19,credit,salary,2871.5
2024-07-26,debit,finance,3796.24
2024-06-24,debit,medical,1106.08
2024-06-06,debit,finance,198.35
2024-11-29,debit,shopping,532.8
2024-09-22,debit,personal,1050.33
2024-11-06,credit,refunds,3647.92
2024-11-10,credit,government benefits,4263.54
2024-12-08,debit,personal,3032.73
2024-05-22,credit,salary,3434.45
2024-12-04,credit,government benefits,1688.02
2024-07-16,debit,finance,1159.51
2025-01-18,debit,medical,2825.43
2025-03-06,debit,gambling,3583.13
2025-05-07,debit,personal,1226.56
2024-05-16,debit,gambling,90.89
2024-09-17,credit,gambling,2763.02
2024-05-26,debit,finance,3773.99
2025-02-12,debit,gambling,1019.39
2024-07-15,debit,education,2008.66
2024-08-15,debit,personal,86.19
2024-12-25,debit,shopping,3420.25
2024-11-12,debit,gambling,2139.69
2024-10-29,credit,investments returns,3289.28
2025-02-26,debit,finance,4270.12
2024-10-11,credit,gambling,767.44
2025-01-26,debit,finance,3237.38
2024-05-29,debit,shopping,4118.9
2025-02-03,debit,medical,1416.63
2024-05-08,credit,bank transfer,4060.63
2025-04-21,credit,refunds,3478.72
2024-11-13,debit,finance,1732.88
2024-11-02,debit,personal,1884.67
2024-10-24,debit,finance,477.57
2024-07-10,credit,bank transfer,3308.39
2025-04-09,credit,bank transfer,3433.18
2024-10-04,debit,medical,1269.72
2024-10-30,credit,bank transfer,1251.86
2024-05-23,debit,education,2011.52
2024-08-29,credit,bank transfer,4050.71
2025-01-04,credit,salary,4043.01
2024-07-17,credit,government benefits,4418.76
2024-07-09,credit,salary,569.54
2024-06-06,credit,investments returns,892.32
2024-10-23,debit,gambling,1209.02
2024-06-19,credit,gambling,4970.3
2025-02-01,credit,gambling,2252.37
2025-02-12,credit,salary,4035.39
2024-10-09,debit,education,1411.1
2024-11-07,credit,government benefits,697.98
2025-03-03,debit,education,1781.74
2024-07-14,credit,investments returns,3203.07
2024-05-16,debit,finance,1575.0
2024-12-19,credit,refunds,657.22
2024-10-20,credit,investments returns,2341.64
2024-12-22,debit,shopping,2065.58
2024-11-19,debit,medical,2702.93
2025-04-27,credit,bank transfer,2985.02
2024-11-01,debit,medical,2629.71
2024-09-03,debit,gambling,1432.0
2024-09-09,debit,gambling,38.34
2024-08-09,credit,salary,3725.19
2024-09-11,debit,gambling,2229.22
2025-02-03,credit,investments returns,1951.68
2024-11-05,credit,bank transfer,2423.9
2024-12-01,credit,gambling,2208.63
2024-11-16,credit,investments returns,1599.49
2024-12-06,debit,gambling,753.99
2024-11-17,credit,investments returns,1102.78
2024-10-01,credit,salary,3579.12
2025-02-01,credit,government benefits,1103.02
2024-09-01,debit,education,4195.53
2025-02-14,debit,shopping,2162.43
2024-08-07,credit,gambling,3451.58
2025-02-20,debit,medical,530.91
2025-03-24,debit,gambling,1882.24
2024-10-10,credit,gambling,1951.7
2024-12-21,credit,bank transfer,2029.14
2025-03-02,debit,medical,1469.45
2024-08-10,debit,education,2620.03
2025-02-27,debit,gambling,4760.85
2024-07-06,credit,investments returns,1960.05
2025-01-07,credit,refunds,2848.21
2024-12-19,credit,government benefits,1292.46
2024-12-01,debit,finance,1307.3
2025-03-15,debit,personal,1175.79
2024-11-26,credit,gambling,3003.6
2024-10-07,debit,finance,635.03
2025-04-21,credit,refunds,4830.12
2024-11-03,debit,education,3687.98
2025-02-17,debit,shopping,985.07
2025-02-08,debit,finance,4544.25
2025-01-22,credit,bank transfer,215.68
2024-11-02,debit,finance,2535.89
2025-02-21,debit,personal,2474.52
2024-06-26,debit,finance,1176.23
2025-01-20,credit,investments returns,4949.05
2024-09-29,credit,government benefits,3914.05
2024-07-01,debit,finance,4434.3
2024-08-30,debit,gambling,4029.5
2025-01-14,debit,personal,36.44
2024-06-20,debit,finance,2974.66
2025-03-04,credit,investments returns,473.48
2025-01-23,credit,government benefits,429.66
2024-10-06,credit,salary,3423.52
2025-03-22,credit,refunds,568.76
2025-04-17,credit,gambling,4845.1
2024-07-14,credit,salary,3294.64
2025-04-01,debit,education,3309.77
2024-07-31,credit,salary,1496.0
2024-08-25,credit,bank transfer,2293.02
2024-07-10,debit,personal,808.74
2024-10-07,credit,refunds,3362.02
2024-08-07,debit,gambling,3024.98
2024-10-23,debit,medical,3672.71
2024-07-02,credit,government benefits,375.07
2025-03-13,debit,shopping,1280.11
2024-10-21,debit,finance,394.33
2025-04-24,debit,gambling,2116.96
2025-02-05,debit,shopping,4248.21
2025-03-13,debit,finance,1934.5
2024-07-20,credit,bank transfer,3492.29
2025-01-03,credit,government benefits,1440.35
2024-12-15,credit,investments returns,3891.3
2024-08-09,credit,investments returns,2475.78
2025-03-13,debit,personal,858.93
2024-12-06,debit,education,784.19
2025-02-15,credit,bank transfer,1530.47
2024-11-07,credit,government benefits,4164.6
2025-01-12,credit,gambling,1650.67
2025-02-05,credit,refunds,3282.97
2024-10-05,credit,salary,2980.31
2024-08-05,credit,refunds,1523.02
2024-10-29,credit,government benefits,167.8
2025-02-16,debit,finance,4698.65
2025-02-20,credit,salary,520.67
2024-10-13,debit,shopping,68.44
2025-01-27,credit,bank transfer,1029.7
2025-04-17,debit,education,941.34
2024-05-10,credit,salary,286.32
2024-10-25,credit,refunds,1493.49
2024-10-17,credit,refunds,1601.89
2024-12-13,credit,investments returns,2890.69
2025-03-17,credit,salary,4385.68
2024-08-15,credit,refunds,602.08
2025-04-17,debit,finance,2255.59
2024-11-09,credit,bank transfer,1384.35
2025-04-23,debit,gambling,3794.18
2025-04-08,debit,medical,4189.13
2024-08-16,debit,finance,371.84
2024-10-04,credit,government benefits,92.94
2025-01-22,credit,gambling,2058.82
2024-09-26,debit,education,3153.68
2025-01-04,credit,refunds,1961.29
2025-01-29,credit,gambling,866.42
2024-07-11,credit,investments returns,3661.48
2024-09-22,debit,education,4414.4
2025-03-14,debit,education,294.69
2025-05-01,debit,finance,221.96
2024-12-26,credit,bank transfer,49.29
2024-12-08,credit,bank transfer,4642.07
2025-02-14,debit,medical,3098.9
2025-04-10,credit,government benefits,1221.82
2025-05-04,credit,bank transfer,3652.14
2024-05-15,debit,gambling,4223.86
2024-06-20,credit,gambling,4256.0
2024-08-30,debit,gambling,1048.89
2025-01-19,credit,salary,346.05
2024-06-29,credit,investments returns,3250.24
2025-04-17,credit,refunds,3556.96
2024-10-03,credit,investments returns,365.05
2024-12-29,debit,education,4077.71
2024-11-11,credit,salary,568.5
2025-03-28,credit,investments returns,4673.85
2024-11-04,credit,refunds,126.4
2024-12-27,debit,finance,1318.12
2024-08-08,debit,personal,704.43
2024-06-09,credit,investments returns,1957.01
2024-11-07,credit,refunds,3526.35
2025-04-05,debit,personal,3310.62
2025-04-26,credit,government benefits,527.68
2024-05-19,credit,gambling,2634.17
2024-08-05,debit,shopping,3761.84
2025-01-13,debit,medical,3397.97
2024-08-23,debit,finance,2137.55
2024-06-20,debit,shopping,1921.37
2024-09-24,debit,medical,881.19
2024-07-01,credit,refunds,751.93
2025-01-30,debit,education,1435.58
2025-04-06,debit,shopping,4142.24
2025-04-05,debit,shopping,4278.38
2025-05-04,credit,gambling,264.68
2024-08-04,credit,refunds,3069.16
2025-02-25,credit,salary,1059.05
2024-12-18,debit,finance,2587.68
2024-08-15,debit,education,1886.56
2025-01-04,debit,personal,1216.47
2024-06-16,credit,refunds,1367.83
2025-03-22,debit,shopping,1951.54
2025-03-25,credit,investments returns,1753.31
2024-08-17,credit,salary,3301.71
2025-02-15,credit,salary,662.45
2024-11-08,credit,government benefits,1006.03
2024-10-12,debit,shopping,1215.59
2025-02-23,debit,medical,3742.69
2024-12-21,debit,medical,4902.83
2024-05-13,credit,bank transfer,1487.16
2025-02-22,debit,medical,4492.16
2025-05-01,debit,personal,2694.48
2024-08-05,credit,refunds,791.37
2025-01-16,credit,investments returns,3524.09
2024-09-25,credit,bank transfer,3056.96
2024-09-30,credit,gambling,4300.29
2024-10-02,credit,government benefits,3213.43
2024-07-26,debit,finance,1115.68
2024-09-24,debit,shopping,1585.9
2024-11-08,debit,personal,4792.32
2025-04-16,debit,personal,533.36
2024-12-07,debit,medical,3684.1
2024-10-08,debit,gambling,1270.02
2025-02-16,debit,personal,2777.36
2024-07-22,credit,investments returns,1803.71
2025-04-02,debit,gambling,83.89
2024-09-23,debit,shopping,1642.7
2024-11-06,debit,finance,565.43
2025-03-14,credit,salary,3878.03
2025-02-06,debit,gambling,48.74
2025-04-12,debit,gambling,951.86
2025-03-01,debit,gambling,507.35
2025-04-12,debit,education,970.23
2024-07-31,credit,salary,2674.02
2025-01-04,debit,education,3069.04
2024-09-01,debit,education,1496.04
2024-11-19,credit,salary,1846.64
2025-01-01,credit,investments returns,4281.58
2024-10-23,debit,gambling,4409.3
2024-07-17,credit,government benefits,1812.33
2024-09-08,credit,refunds,473.6
2024-10-19,debit,shopping,441.7
2024-05-29,credit,salary,2075.14
2025-01-09,debit,gambling,4956.1
2024-08-21,credit,investments returns,2060.97
2025-01-10,debit,gambling,3765.03
2024-09-12,credit,bank transfer,3035.8
2025-02-07,debit,shopping,3666.5
2025-02-22,debit,finance,211.84
2024-12-16,credit,refunds,354.43
2024-11-30,credit,gambling,2106.76
2024-06-29,credit,refunds,3871.31
2025-04-26,debit,finance,3477.86
2025-03-21,debit,education,1442.74
2024-12-31,debit,gambling,2101.91
2025-05-06,debit,medical,3959.93
2025-03-18,credit,gambling,3405.66
2025-04-23,debit,education,3614.63
2024-09-19,debit,finance,1465.13
2025-03-19,debit,gambling,3391.89
2024-05-18,debit,gambling,259.34
2025-03-01,credit,bank transfer,2239.66
2024-09-30,credit,government benefits,4966.24
2025-04-07,credit,salary,2934.82
2024-07-20,debit,finance,1935.41
2024-05-25,credit,investments returns,3541.83
2024-12-10,debit,gambling,2689.0
2025-03-06,debit,shopping,715.68
2025-03-18,debit,shopping,4107.91
2024-09-15,credit,bank transfer,4778.13
2025-04-15,debit,gambling,2074.99
2025-03-03,debit,education,1185.03
2025-03-27,credit,gambling,3915.84
2024-05-11,credit,salary,2152.02
2025-01-23,debit,medical,2264.55
2025-02-15,debit,shopping,2694.04
2024-12-12,credit,refunds,457.34
2024-10-15,debit,personal,1269.72
2024-10-25,credit,bank transfer,2709.86
2024-09-11,credit,refunds,4867.46
2025-01-18,debit,medical,2090.07
2024-11-11,credit,gambling,1317.92
2024-07-05,debit,education,1713.82
2024-12-13,debit,personal,1065.96
2024-12-26,debit,shopping,2523.93
2025-02-03,debit,finance,1499.97
2025-03-21,debit,personal,3686.62
2025-03-15,debit,finance,4959.02
2024-06-04,credit,salary,2744.1
2024-11-26,debit,gambling,2898.23
2024-12-05,debit,gambling,472.4
2025-02-12,debit,finance,4740.26
2024-08-26,credit,gambling,2907.26
2024-09-01,credit,gambling,2986.61
2024-09-10,debit,medical,4961.58
2024-05-30,debit,finance,667.19
2024-11-10,credit,investments returns,4809.38
2024-10-05,credit,bank transfer,2077.89
2024-05-14,debit,personal,2827.46
2024-10-02,debit,gambling,836.27
2025-01-31,credit,investments returns,2781.9
2024-05-17,credit,gambling,542.38
2024-05-14,debit,shopping,417.84
2024-10-01,credit,government benefits,3471.61
2025-01-24,credit,investments returns,1036.01
2024-11-07,credit,government benefits,4076.33
2024-06-13,debit,gambling,1857.36
2024-05-16,debit,shopping,1896.54
2025-03-10,debit,finance,4936.12
2024-07-02,debit,finance,3530.09
2024-08-18,debit,medical,1035.15
2025-02-14,credit,refunds,1419.79
2024-10-15,credit,salary,2637.19
2024-11-26,debit,finance,114.96
2025-01-23,credit,bank transfer,60.12
2024-11-08,credit,refunds,4841.01
2024-11-26,credit,investments returns,2042.49
2024-09-27,debit,personal,630.71
2024-09-06,debit,finance,2687.64
2025-03-14,credit,investments returns,1337.96
2024-10-12,debit,finance,1178.94
2024-11-18,credit,salary,1062.99
2025-03-10,debit,shopping,2216.74
2024-12-08,credit,gambling,1750.9
2025-03-23,debit,finance,1160.12
2025-03-04,debit,gambling,236.34
2024-05-20,credit,refunds,1388.04
2025-01-31,debit,gambling,4849.17
2025-04-09,debit,shopping,4375.53
2024-12-02,credit,salary,1561.86
2024-10-06,credit,refunds,4473.46
2025-02-17,credit,salary,814.22
2024-12-02,debit,education,3073.56
2024-11-20,debit,gambling,2669.94
2024-12-19,debit,gambling,4685.56
2024-10-04,credit,investments returns,2412.82
2024-12-31,credit,refunds,4883.85
2025-02-20,credit,investments returns,815.05
2025-04-26,debit,personal,339.56
2025-04-30,credit,gambling,989.52
2025-03-06,debit,personal,747.41
2025-03-09,debit,finance,2445.56
2024-06-12,debit,gambling,3542.64
2024-07-18,credit,bank transfer,1328.17
2024-09-13,credit,gambling,985.83
2024-09-04,credit,gambling,629.51
2024-11-13,credit,investments returns,2073.1
2025-01-31,debit,shopping,1668.25
2025-03-15,credit,bank transfer,382.6
2024-10-22,debit,shopping,860.65
2024-09-15,debit,education,3597.25
2024-11-06,debit,gambling,2246.25
2024-08-13,credit,bank transfer,642.05
2025-02-15,credit,investments returns,2376.23
2025-04-16,credit,government benefits,4755.53
2024-09-19,debit,finance,1818.75
2025-01-07,credit,government benefits,989.24
2024-09-22,credit,salary,3511.18
2024-11-28,credit,government benefits,436.7
2025-02-05,debit,medical,3995.58
2025-03-13,debit,personal,2254.0
2024-11-24,debit,medical,3804.5
2024-11-16,debit,personal,2654.59
2025-01-31,debit,medical,4536.4
2024-12-22,debit,education,1771.78
2025-03-21,debit,finance,4239.37
2024-10-31,debit,shopping,3499.78
2024-07-19,credit,salary,2806.62
2025-04-28,credit,gambling,4076.82
2024-08-21,credit,government benefits,3312.6
2025-01-05,debit,education,1057.84
2025-01-22,debit,personal,4389.38
2025-04-22,credit,refunds,2767.44
2024-05-18,credit,bank transfer,1123.01
2025-04-13,debit,finance,1652.97
2025-01-18,debit,finance,1303.08
2024-07-24,credit,gambling,2509.28
2025-03-21,debit,gambling,683.81
2025-01-02,debit,medical,4926.39
2024-06-14,credit,refunds,1265.94
2025-03-03,debit,education,2088.07
2024-11-22,debit,education,1390.69
2024-09-09,credit,government benefits,1866.12
2025-02-14,debit,finance,3226.69
2025-04-04,credit,refunds,4557.75
2025-02-14,credit,investments returns,2573.98
2024-05-30,debit,medical,904.71
2024-05-07,credit,gambling,3409.34
2024-06-03,credit,refunds,1874.17
2025-03-19,debit,shopping,3274.15
2025-02-04,debit,personal,1338.52
2024-08-04,debit,medical,1142.34
2024-10-28,debit,personal,4134.99
2024-05-12,credit,investments returns,4354.68
2024-05-16,credit,bank transfer,3590.65
2024-07-04,debit,gambling,815.88
2024-12-14,credit,investments returns,446.72
2024-12-04,credit,refunds,47.67
2024-09-09,debit,gambling,2413.95
2024-10-23,credit,government benefits,2859.96
2025-01-28,credit,bank transfer,2444.88
2024-05-15,credit,salary,2789.41
2024-06-10,credit,refunds,2017.26
2024-12-18,credit,refunds,815.77
2024-07-12,credit,salary,730.58
2024-05-26,credit,salary,3463.01
2024-08-07,credit,salary,4912.88
2024-08-09,credit,salary,1471.97
2024-11-27,debit,education,3721.78
2025-04-16,credit,refunds,3772.57
2024-10-06,credit,investments returns,2105.29
2024-11-03,credit,salary,3563.28
2024-10-13,credit,investments returns,4080.71
2025-01-06,credit,investments returns,22.73
2024-10-04,credit,salary,3073.71
2025-02-09,credit,gambling,3298.98
2025-03-11,debit,education,426.03
2024-05-11,debit,finance,1815.03
2024-12-14,credit,salary,4355.59
2024-10-30,credit,government benefits,4047.66
2024-11-24,credit,refunds,3713.82
2025-04-27,debit,finance,26.69
2024-09-04,credit,investments returns,4790.19
2024-08-03,debit,shopping,3515.29
2024-05-19,debit,shopping,1684.07
2024-08-14,debit,medical,219.73
2025-03-21,debit,shopping,1255.71
2024-12-21,credit,salary,2094.17
2024-08-10,credit,investments returns,4045.95
2024-12-08,credit,salary,3119.65
2024-10-19,debit,shopping,951.72
2025-01-02,debit,shopping,3018.39
2024-11-09,debit,finance,3557.96
2024-12-28,credit,salary,27.53
2024-08-14,credit,investments returns,11.81
2024-11-26,debit,personal,184.33
2025-04-08,debit,education,2305.26
2024-06-28,debit,gambling,1541.07
2024-06-18,credit,salary,782.11
2024-12-20,credit,gambling,2294.07
2024-09-25,debit,medical,1985.55
2025-01-18,debit,shopping,2446.9
2025-04-03,debit,personal,894.44
2024-09-02,debit,gambling,4299.42
2024-09-03,debit,personal,2033.12
2024-12-30,credit,salary,4695.98
2024-05-25,debit,personal,1990.15
2024-12-29,debit,education,3098.72
2024-07-27,credit,salary,2232.94
2024-11-12,credit,salary,4240.35
2024-11-16,credit,gambling,2860.73
2024-11-30,debit,medical,4307.58
2025-02-18,debit,education,1352.01
2024-12-01,credit,gambling,1833.92
2024-07-27,debit,personal,3599.68
2025-03-03,debit,shopping,1815.86
2024-07-26,debit,personal,265.2
2025-05-02,credit,government benefits,2659.83
2024-08-09,debit,finance,4668.81
2025-03-07,debit,finance,1786.84
2024-05-26,credit,refunds,4411.87
2025-01-02,debit,personal,180.76
2025-03-06,credit,investments returns,2156.72
2025-03-03,debit,education,4601.47
2025-01-31,debit,shopping,1055.37
2024-08-15,debit,personal,582.77
2025-04-01,credit,salary,2257.37
2025-03-20,credit,government benefits,936.28
2025-01-10,credit,government benefits,3731.43
2025-04-10,debit,gambling,2277.7
2024-10-12,credit,gambling,3440.27
2025-01-30,credit,refunds,3128.73
2025-02-05,credit,refunds,3900.32
2025-04-25,credit,bank transfer,2664.73
2024-06-13,debit,shopping,3120.76
2025-02-24,credit,government benefits,1434.32
2024-09-17,debit,gambling,1352.05
2024-12-30,credit,investments returns,2802.7
